english,japanese,pos,en_sentence,jp_sentence
mayor,市長,名詞,The mayor is sensitive to the way his programs have been criticized.,その市長は自分の計画がどう批判されるかに敏感である。
meanwhile,その間に；一方では,副詞,"Meanwhile, night had fallen.",そうこうしているうちに、夜になってしまった。
mechanism,機構；メカニズム,名詞,Its mechanism will cease to work.,その機能は働かなくなるだろう。
medium,中間；媒体；手段；マスコミ機関,名詞,The air is a medium for sound.,空気は音の媒体だ。
menu,メニュー,名詞,"Can I have the menu again, please?",もう一度メニューを見せていただけますか。
mere,単なる,形容詞,You are no longer a mere child.,君はもはや子供なんかではない。
merely,単に,副詞,Instead she merely looked surprised and - could it be - amused.,ところが彼女はただ驚いたような顔を見せただけで、むしろ面白がっている風であった。
method,方法,名詞,Your method of teaching English is absurd.,君の英語の教え方はばかげている。
minimum,最小限,名詞,The job will take a minimum of ten days.,その仕事は最小限１０日はかかるだろう。
mixture,混合,名詞,Every opinion is a mixture of truth and mistakes.,どんな意見も真実と誤りの混合だ。
mobile,携帯電話,形容詞,This type of mobile phone sells well.,この型の携帯電話はよく売れています。
mode,状態；方法,名詞,The author's mode of expression is very concise.,その作家の表現方法はとても簡潔だ。
moderate,適度の,形容詞,Don't go to extremes. To be moderate is important in anything.,極端に走ってはいけない。適度であることは何事においても大切である。
modify,変更する,動詞,You'll have to modify the height of the table to make it fit.,合うようにテーブルの高さを修正しなければならない。
module,モジュール,名詞,With this module you can make the Enter key generate an event.,このモジュールを使用すると、エンターキーでイベントを生成することができます。
monitor,モニター,名詞,A satellite was launched into orbit to monitor melting glaciers.,溶け続ける氷河を監視するために、人工衛星が軌道に打ち上げられた。
moral,道徳；モラル,形容詞,We will give them moral support.,我々は彼らに精神的な支援を与えよう。
moreover,さらに,副詞,"It was cold that day, and moreover it began to rain.",その日は寒く、おまけに雨まで降ってきた。
mortgage,抵当；住宅ローン,名詞,The bank holds a mortgage on his building.,銀行は彼のビルを抵当に取っている。
motion,動き,名詞,Tom made a motion that the class should have a party.,トムはクラスが会をするべきだとの動議を出した。
motivate,やる気にさせる,動詞,The teachers are trying to motivate their students.,教師達は生徒にやる気を起こさせるように努力している。
motivation,動機；モチベーション,名詞,Can you give motivation to people using the carrot and the stick?,「アメとムチ」で人をやる気にさせることができるのか？
multiple,複数の,形容詞,There was a multiple collision on the highway.,高速道路では多数の衝突があった。
museum,博物館,名詞,I would often visit the museum when I lived in Kyoto.,京都に住んでいる頃、よくその美術館に行った。
mutual,互いの; 交互の,形容詞,Discussion is based upon mutual respect.,議論は相互の尊敬の念に基づいている。
narrative,物語,名詞,That is not what the narrative is about.,それはその物語の述べるところではない。
negative,否定の；後ろ向きの，否定；拒否,形容詞,Some people argue that technology has negative effects.,科学技術にはマイナスの影響があると主張する者もいる。
neglect,無視する；怠る,動詞,You must account for your neglect of duty.,君は職務怠慢の申し開きをしなければならない。
negotiate,交渉する,動詞,We delegated him to negotiate with them.,我々は彼を彼らと交渉する代表にたてた。
negotiation,交渉,名詞,"Far from being a failure, our negotiation was a great success.",我々の交渉は失敗どころか、大成功だった。
net,網；ネット,名詞,I cast my net into the sea.,海に縄を投げ入れた。
network,ネットワーク；網,名詞,A network of railroads soon spread over the entire country.,まもなく鉄道網が全国に広がった。
nevertheless,それにもかかわらず,副詞,"It's just five in the morning, but nevertheless it is light out.",朝の４時４５分だというのに明るい。
